id,alcohol,alcohol_bands,category,country,description,designation,price,price_bands,rating,rating_bands,region,subregion,subsubregion,title,url,varietal,vintage,winery,quantity
134,14.5,Medium-High,Red,France,"Tasted five years after bottling, this wine still shows a core of dried strawberry and cherry flavor, but it's shaded by umami tones of balsamic, leather and mushroom. It's intoxicatingly rich on the palate but balanced freshly, edged by delicate tea tannins. This complex wine shows its savory side elegantly. It drinks well now but should hold till 2024.",Cuvee Laurence,115,Expensive,95,"Really, Really Great",Rhone Valley,Chateauneuf-du-Pape,,Domaine du Pegau 2013 Cuvee Laurence Red (Chateauneuf-du-Pape),https://www.winemag.com/buying-guide/domaine-du-pegau-2013-cuvee-laurence-red-chateauneuf-du-pape/,Rhone-style Red Blend,2013,Domaine du Pegau,1
276,14.5,Medium-High,Red,France,"Five years after bottling, this wine still offers loads of fresh, punchy blackberry and plum flavors. It's a bold, penetrating wine nuanced by hints of granite and wet earth. The fresh finish lingers on fine, integrated tannins. Lovely now it should improve further through 2022 and hold a few years longer.",,22,Reasonable,93,Very Good,Rhone Valley,Rasteau,,Chateau du Trignon 2013 Grenache-Mourvedre (Rasteau),https://www.winemag.com/buying-guide/chateau-du-trignon-2013-grenache-mourvedre-rasteau-308510/,Grenache-Mourvedre,2013,Chateau du Trignon,1
507,14.5,Medium-High,Red,France,"Five years after bottling, this plump yet elegantly balanced wine continues to offer primary black-cherry and raspberry flavors with a textural cling. It's a pristinely fruity wine with supple, soft tannins that should improve through 2023 and hold further.",Grand Vin,54,Upper-Medium,92,Pretty Good,Rhone Valley,Chateauneuf-du-Pape,,Clos Saint Michel 2013 Grand Vin Red (Chateauneuf-du-Pape),https://www.winemag.com/buying-guide/clos-saint-michel-2013-grand-vin-red-chateauneuf-du-pape/,Rhone-style Red Blend,2013,Clos Saint Michel,1
1683,14.5,Medium-High,Red,France,"Primary, intensely fleshy blackberry and plum flavors are shaded with milk chocolate and sweet spice in this unabashedly fruity, forward red. It's plush and easy on the palate, enveloped by the softest of tannins and finishing with a luscious cling. Enjoy now - 2020.",Les Enfants Terribles,15,Budget Option,87,Mediocre,Rhone Valley,Costieres de Nimes,,Mas Carlot 2013 Les Enfants Terribles Red (Costieres de Nimes),https://www.winemag.com/buying-guide/mas-carlot-2013-les-enfants-terribles-red-costieres-de-nimes/,Rhone-style Red Blend,2013,Mas Carlot,1
1247,14.7,Medium-High,Red,France,"Sunny raspberry and preserved strawberry are juicy and a touch candied in this blend of equal parts Grenache and Syrah. Full bodied in style, it's a bright, primary wine balanced by fresh acidity and ripe, finely edged tannins. Approachable now it should hold well through 2023.",Les Traves,18,Budget Option,89,Mediocre,Rhone Valley,Rasteau,,Domaine des Coteaux des Travers 2016 Les Traves Grenache-Syrah (Rasteau),https://www.winemag.com/buying-guide/domaine-des-coteaux-des-travers-2016-les-traves-grenache-syrah-rasteau-308464/,Grenache-Syrah,2016,Domaine des Coteaux des Travers,1
585,14.8,Medium-High,Red,France,"Made entirely from Grenache, the Fleur de Confiance offers luscious mulberry and black-currant flavors muted by notes of crushed stone and dried herb. It's bold and silky yet held upright by ripe, persistent tannins. This decadent yet freshly composed wine should improve through 2026.",Cuvee Fleur de Confiance,95,Upper-Medium,92,Pretty Good,Rhone Valley,Rasteau,,Domaine la Soumade 2016 Cuvee Fleur de Confiance Grenache (Rasteau),https://www.winemag.com/buying-guide/domaine-la-soumade-2016-cuvee-fleur-de-confiance-grenache-rasteau-308477/,Grenache,2016,Domaine la Soumade,1
1176,15.0,High,Dessert,France,"Made from a blend of 75% white and 25% black Muscat a  petits grains, this light-footed vin doux naturel presents inviting whiffs of raspberry and caramel. Apricot, berry and white-blossom notes on the palate are concentrated and a touch candied in character. There's a tinge of alcoholic warmth throughout but this is a charmingly sweet and fruity tipple. Enjoy now - 2022.",,32,Reasonable,89,Mediocre,Rhone Valley,Muscat de Beaumes de Venise,,Domaine des Bernardins 2017  Muscat de Beaumes de Venise,https://www.winemag.com/buying-guide/domaine-des-bernardins-2017-muscat-de-beaumes-de-venise-307961/,Muscat,2017,Domaine des Bernardins,1
181,15.0,High,Red,France,"Crisp, sun-kissed cherry and wild-strawberry notes introduce this floral, perfumed wine. Made from predominantly old vines, it's intensely concentrated and forward in fruit yet shaded by hints of violet, lavender and bramble. This full-bodied, unctuous wine with fine, gripping tannins should improve through 2030 and hold further.",Domaine Grand Veneur Vieilles Vignes,120,Expensive,95,"Really, Really Great",Rhone Valley,Chateauneuf-du-Pape,,Alain Jaume et Fils 2016 Domaine Grand Veneur Vieilles Vignes Red (Chateauneuf-du-Pape),https://www.winemag.com/buying-guide/alain-jaume-et-fils-2016-domaine-grand-veneur-vieilles-vignes-red-chateauneuf-du-pape/,Rhone-style Red Blend,2016,Alain Jaume et Fils,1
273,15.0,High,Dessert,France,"Elegance and purity abound in this fragrant dessert wine. Aromas of white blossom, apricot and tangerine skin are charming and inviting. Flavors of honeysuckle and hibiscus nectar are concentrated and sweet, glazed with honey and a lingering glycerol cling. It's a fresh and sprightly sip with integrated alcohol and a long floral finish. Enjoy now - 2022.",,19,Budget Option,93,Very Good,Rhone Valley,Muscat de Beaumes de Venise,,Domaine de la Pigeade 2016  Muscat de Beaumes de Venise,https://www.winemag.com/buying-guide/domaine-de-la-pigeade-2016-muscat-de-beaumes-de-venise-307945/,Muscat Blanc a  Petits Grains,2016,Domaine de la Pigeade,1
279,15.0,High,Red,France,"Accents of toast, spice and nut lend nuance to intensely ripe black cherry and preserved strawberry in this opulent wine. It's boldly fruity yet savory, shaded by umami tones of balsamic vinegar, soy sauce and earth. This full-bodied, complex wine is ready now but could improve through 2026 and hold further.",Domaine Grand Veneur Le Miocene,53,Upper-Medium,93,Very Good,Rhone Valley,Chateauneuf-du-Pape,,Alain Jaume et Fils 2016 Domaine Grand Veneur Le Miocene Red (Chateauneuf-du-Pape),https://www.winemag.com/buying-guide/alain-jaume-et-fils-2016-domaine-grand-veneur-le-miocene-red-chateauneuf-du-pape/,Rhone-style Red Blend,2016,Alain Jaume et Fils,1
284,15.0,High,Red,France,"Violet, lavender and black olive perfume this plump, full-bodied blend of Grenache, Mouvedre and Cinsault. On the palate, black-plum and cherry flavors are richly concentrated yet firmly structured with tight, fine-tipped tannins. This bold yet elegant wine should improve through 2026 and hold further.",Les Ribes,35,Reasonable,93,Very Good,Rhone Valley,Rasteau,,Notre Dame des Pallieres 2016 Les Ribes Red (Rasteau),https://www.winemag.com/buying-guide/notre-dame-des-pallieres-2016-les-ribes-red-rasteau-308443/,Rhone-style Red Blend,2016,Notre Dame des Pallieres,1
344,15.0,High,Red,France,"Fleshy plum and black-cherry flavors are juxtaposed by dark shades of anise, crushed granite and sage in this bold, richly textured wine. Polished and penetrating, the wine is lifted by tangs of crushed mineral on the midpalate. It drinks beautifully now but should continue to improve through 2026.",Domaine Du Clos de Sixte,30,Reasonable,93,Very Good,Rhone Valley,Lirac,,Alain Jaume et Fils 2016 Domaine Du Clos de Sixte Red (Lirac),https://www.winemag.com/buying-guide/alain-jaume-et-fils-2016-domaine-du-clos-de-sixte-red-lirac/,Rhone-style Red Blend,2016,Alain Jaume et Fils,1
478,15.0,High,Red,France,"Ripe black cherry and raspberry are accented by sweet spice and whiffs of banana bread in this Grenache-dominant red. Fine, feathery tannins mark the finish. Full bodied and opulent, it's already approachable but has enough concentration to improve through 2026 and hold further.",,47,Reasonable,92,Pretty Good,Rhone Valley,Chateauneuf-du-Pape,,Pierre Henri Morel 2016 Red (Chateauneuf-du-Pape),https://www.winemag.com/buying-guide/pierre-henri-morel-2016-red-chateauneuf-du-pape/,Rhone-style Red Blend,2016,Pierre Henri Morel,1
555,15.0,High,Red,France,"Violet and licorice candy lend spice and perfume to this plump, penetrating blend of Grenache, Syrah and Mourvedre. It's loaded with sun-kissed cherry flavor but shaded by umami notes of mushroom and leather too. Luscious but sleek, this polished wine is marked by fine, feathery tannins. Ready now it should improve through 2026.",La Reine Des Bois,43,Reasonable,93,Very Good,Rhone Valley,Lirac,,Domaine de la Mordoree 2016 La Reine Des Bois Red (Lirac),https://www.winemag.com/buying-guide/domaine-de-la-mordoree-2016-la-reine-des-bois-red-lirac/,Rhone-style Red Blend,2016,Domaine de la Mordoree,1
587,15.0,High,Red,France,"Pretty violet and pristine blackberry aromas are touched by crushed earth in this plush, fruit-forward blend of Grenache, Syrah and Carignan. It's primary and pure in fruit character but deeply concentrated. Fresh acidity and ripe, chalky tannins mark the finish. Enjoy now - 2024.",Mondona,22,Reasonable,92,Pretty Good,Rhone Valley,Rasteau,,Domaine des Coteaux des Travers 2016 Mondona Red (Rasteau),https://www.winemag.com/buying-guide/domaine-des-coteaux-des-travers-2016-mondona-red-rasteau-308465/,Rhone-style Red Blend,2016,Domaine des Coteaux des Travers,1
675,15.0,High,Red,France,"Layers of crushed stone augment crisp, cutting black plum and cherry in this blend of Grenache, Syrah and Carignan. It's ripe and concentrated, with firm but chalky, mouthfilling tannins. It drinks well already but should improve through 2028.",,28,Reasonable,91,Pretty Good,Rhone Valley,Rasteau,,Domaine Wilfried 2016 Red (Rasteau),https://www.winemag.com/buying-guide/domaine-wilfried-2016-red-rasteau-308431/,Rhone-style Red Blend,2016,Domaine Wilfried,1
711,15.0,High,Red,France,"Intense aromas of black-cherry candy and preserved plum are accented by anise, pepper and dried violet in this bold, aromatic wine. A blend of 80% Grenache and 20% Mourvedre, its black-cherry palate is luxuriously plump but freshly balanced, nuanced by veins of dried herb and potpourri florals. Enjoy this forward, pretty wine with fine, lingering tannins now through 2023.",,35,Reasonable,91,Pretty Good,Rhone Valley,Gigondas,,Halos de Jupiter 2016  Gigondas,https://www.winemag.com/buying-guide/halos-de-jupiter-2016-gigondas/,Grenache-Mourvedre,2016,Halos de Jupiter,1
1161,15.0,High,Red,France,"Fleshy, slightly ruddy flavors of preserved blackberry and plum are plump and easy on the palate of this full-bodied, warming red. It's a touch jammy but freshened by sunny acidity. A firm grip of acidity lends structure on the finish. Enjoy now - 2022.",,30,Reasonable,89,Mediocre,Rhone Valley,Cairanne,,La Ferme de Gaby 2016 Red (Cairanne),https://www.winemag.com/buying-guide/la-ferme-de-gaby-2016-red-cairanne-308537/,Rhone-style Red Blend,2016,La Ferme de Gaby,1
1188,15.0,High,Red,France,"Fleshy, primary black-plum and black-cherry flavors are tinged by burnt caramel and violet candy in this plump, silky wine. Full bodied and voluptuously textured, it finishes on soft, feathery tannins, with a whisper of smoke that lends elegance. Enjoy now - 2023.",Domaine Grand Veneur Les Champauvins,20,Budget Option,89,Mediocre,Rhone Valley,Cotes du Rhone,,Alain Jaume et Fils 2016 Domaine Grand Veneur Les Champauvins Red (Cotes du Rhone),https://www.winemag.com/buying-guide/alain-jaume-et-fils-2016-domaine-grand-veneur-les-champauvins-red-cotes-du-rhone/,Rhone-style Red Blend,2016,Alain Jaume et Fils,1
1382,15.0,High,Red,France,"Juicy and easy drinking, this voluptuous red offers plump black-cherry and plum flavors accented by anise and cinnamon. Approachably ripe and primary in style, it's anchored by a pleasant bite of tannins and lingering warmth on the finish. Enjoy now - 2022.",,17,Budget Option,89,Mediocre,Rhone Valley,Lirac,,Domaine Coudoulis 2016 Red (Lirac),https://www.winemag.com/buying-guide/domaine-coudoulis-2016-red-lirac/,Rhone-style Red Blend,2016,Domaine Coudoulis,1
1587,15.0,High,Red,France,"Licorice and cinnamon lend a spicy tone to preserved blackberries and plums in this fleshy, full-bodied blend of 80% Grenache and 20% Syrah. Smooth and unctuous, it has rounded acidity and soft, easy tannins. Enjoy this juicy, hedonistic sip now through 2021.",,21,Reasonable,88,Mediocre,Rhone Valley,Cotes du Rhone,,Halos de Jupiter 2016 Grenache-Syrah (Cotes du Rhone),https://www.winemag.com/buying-guide/halos-de-jupiter-2016-grenache-syrah-cotes-du-rhone/,Grenache-Syrah,2016,Halos de Jupiter,1
2274,15.0,High,Red,France,"Mint aromas signal the wood aging of this ripe wine. It is named after Franсois Carreau, credited with being the first in Bordeaux to graft rootstock onto vines to protect against phylloxera. The wine is full, poised between big tannins and equally important dark fruits. This impressive wine will age well, but will not be ready before 2022.",Major,50,Reasonable,91,Pretty Good,Bordeaux,Blaye Cotes de Bordeaux,,Chateau L'Escadre 2016 Major  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-lescadre-2016-major-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau L'Escadre,1
2577,15.0,High,Red,France,"From a tiny organic vineyard, this dense wine is packed with tannins while still having plenty of fruit weight. Its black-plum flavors are already delicious, backed up by the impressive structure and concentrated texture. Drink from 2022.",,38,Reasonable,91,Pretty Good,Bordeaux,Castillon Cotes de Bordeaux,,Clos Louie 2016  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/clos-louie-2016-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Clos Louie,1
3001,15.0,High,Red,France,"The heavy bottle tells you this is meant to be a statement wine. It comes from the vineyard's best parcels, which have produced a richly endowed wine, dark and concentrated, powered by the tannins. It needs to age and will not be ready before 2022.",Absolu,40,Reasonable,90,Pretty Good,Bordeaux,Blaye Cotes de Bordeaux,,Chateau Bourdieu 2016 Absolu  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-bourdieu-2016-absolu-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau Bourdieu,1
3233,15.0,High,Red,France,"This is a jammy wine, produced in a clay amphora. It is full of the extra-ripe fruit typical of the vintage. However the wine works because the tannins are not excessive, giving space to the red-berry flavors and just enough acidity. Drink this wine from 2020.",Amphorae,50,Reasonable,88,Mediocre,Bordeaux,Blaye Cotes de Bordeaux,,Chateau Bellevue 2016 Amphorae  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-bellevue-2016-amphorae-blaye-cotes-de-bordeaux/,Merlot,2016,Chateau Bellevue,1
768,15.0,High,Red,France,"A balsamic lift and hint of dried plum suggest some maturity in this otherwise ripe, fruit-forward wine. A Grenache-dominant blend augmented by Syrah and Mourvedre, its black-cherry and berry flavors are full bodied and juicy on the palate. The finish is marked by bold, mouth-dampening tannins. It's ready now but should hold through 2022.",,45,Reasonable,90,Pretty Good,Rhone Valley,Rasteau,,Domaine Fond Croze 2015 Red (Rasteau),https://www.winemag.com/buying-guide/domaine-fond-croze-2015-red-rasteau-308499/,Rhone-style Red Blend,2015,Domaine Fond Croze,1
1323,15.0,High,Red,France,"Plush blackberry and mulberry flavors are intensely primary in this approachable yet nuanced wine. Deeply fruity and forward, it's shaded by anise, dark chocolate, bramble and herb. Luscious and velvety on the palate, the wine finishes on warming notes of smoked meat and fine, persistent tannins.",Nostre Pais,22,Reasonable,90,Pretty Good,Rhone Valley,Costieres de Nimes,,Michel Gassier 2015 Nostre Pais Red (Costieres de Nimes),https://www.winemag.com/buying-guide/michel-gassier-2015-nostre-pais-red-costieres-de-nimes/,Rhone-style Red Blend,2015,Michel Gassier,1
